FIPS,psych.st,rehab.st,genhosp.lt,psych.lt,rehab.lt,popjuvy.10,poppsych.10,psych.st.days,rehab.st.days,genhosp.lt.days,psych.lt.days,rehab.lt.days,er.visits,suicides.17.19,pop,pop.10,medage.10,percwhite.10,percblack.10,percamind.10,percasian.10,percpi.10,perctwoormore.10,percother.10,percurban.10,medhhincome,personsimpoverished,households.10,singleparenthouseholds.10,perclessthanhs.15,percwithhsormore.15,fouryearscollege.15,skateparks,perchisp.10,impoverishedpc
1001,0,0,0,0,0,0,0,0,0,0,0,0,33761,10,55869,54571,37,78.5,17.7,0.4,0.9,0.1,1.6,0.9,58,58233,6723,20221,2379,11.5,88.5,26.6,0,2.4,0.12033507
1003,1,0,0,0,0,48,0,14246,0,0,0,0,71202,41,223234,182265,41.1,85.7,9.4,0.7,0.7,0,1.5,2,57.7,59871,22360,73180,7120,9.2,90.8,31.9,0,3.5,0.100163954
1005,0,0,0,0,0,0,0,0,0,0,0,0,6931,NA,24686,27457,39,48,46.9,0.4,0.4,0.1,0.9,3.3,32.2,35972,5909,9820,1598,26.8,73.2,11.6,0,4.2,0.239366443
1007,0,0,0,0,0,70,0,0,0,0,0,0,6043,NA,22394,22915,37.8,75.8,22,0.3,0.1,0.1,0.9,0.8,31.6,47918,4101,7953,963,20.9,79.1,10.4,0,1.7,0.18312941
1009,0,0,0,0,0,0,0,0,0,0,0,0,15105,12,57826,57322,39,92.6,1.3,0.5,0.2,0.1,1.2,4.1,10,52902,9324,21578,1854,19.5,80.5,13.1,0,5.3,0.161242348
1011,0,0,0,0,0,0,0,0,0,0,0,0,3461,NA,10101,10914,38.5,23,70.2,0.2,0.2,0.4,0.8,5.2,48.6,31906,2537,3745,795,25.3,74.7,12.1,0,6,0.251163251
1013,0,0,0,0,0,0,0,0,0,0,0,0,4678,NA,19448,20947,40.1,54.4,43.4,0.3,0.8,0,0.8,0.2,28.8,39944,4124,8491,1324,15,85,16.1,0,1.1,0.212052653
1015,0,0,0,0,0,136,20,0,0,0,0,0,60445,24,113605,118572,38.2,74.9,20.6,0.5,0.7,0.1,1.7,1.6,66.3,47747,18988,47331,5870,15.6,84.4,18.5,0,3.2,0.167140531
1017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,33254,34215,41.5,58.8,38.7,0.2,0.5,0,1.1,0.6,50.9,42015,6415,13933,2026,18.4,81.6,13.3,0,1.8,0.192909124
1019,0,0,0,0,0,0,0,0,0,0,0,0,2689,NA,26196,25989,43.9,92.7,4.6,0.5,0.2,0,1.5,0.5,14.3,45982,4121,10626,970,18.4,81.6,12.8,0,2,0.157314094
1021,0,0,0,0,0,0,0,0,0,0,0,0,19135,NA,44428,43643,37.6,84.1,9.7,0.4,0.3,0.1,1.2,4.2,13.3,49692,7044,16558,1818,18.2,81.8,12.7,0,5.4,0.158548663
1023,0,0,0,0,0,0,0,0,0,0,0,0,2431,NA,12589,13859,43.4,55.8,43.4,0.1,0.1,0,0.4,0.2,0,39808,2811,5866,667,18.6,81.4,11.9,0,0.6,0.223290174
1025,0,0,0,0,0,0,0,0,0,0,0,0,9409,NA,23622,25833,40.2,54.5,43.9,0.4,0.3,0,0.7,0.3,24,43822,4281,10337,1463,19.4,80.6,12.2,0,0.9,0.181229362
1027,0,0,0,0,0,0,0,0,0,0,0,0,3086,NA,13235,13932,42,81.7,14.8,0.4,0.2,0,1.7,1.2,0,40562,2156,5670,624,23.3,76.7,10.6,1,2.9,0.162901398
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,14910,14972,40.6,94,3.3,0.3,0.2,0.1,1.1,1,0,51276,1945,5891,545,21,79,15.4,0,2.1,0.130449363
1031,0,0,0,0,0,0,0,0,0,0,0,0,31529,NA,52342,49948,37.6,74.7,16.7,1.3,1.3,0.2,2.5,3.2,52.8,57299,7734,19849,2216,14.1,85.9,22.8,1,5.8,0.14775897
1033,0,0,0,0,0,6,0,0,0,0,0,0,45466,12,55241,54428,41.8,80.5,16.1,0.5,0.4,0,1.6,0.9,56.1,46683,7998,22773,2448,14.8,85.2,18.1,1,2.5,0.144783766
1035,0,0,0,0,0,0,0,0,0,0,0,0,945,NA,12067,13228,43,51.3,46.5,0.3,0.1,0,1,0.7,19.1,41539,2662,5625,854,15.7,84.3,12.8,0,1.8,0.220601641
1037,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10663,11539,44.2,66.3,31,0.3,0.1,0.1,0.9,1.2,0,42024,1789,4794,549,20,80,12.8,0,2.2,0.167776423
1039,0,0,0,0,0,0,0,0,0,0,0,0,25812,NA,37049,37765,42.4,84.8,12.5,0.6,0.4,0,1.4,0.4,30.3,44836,6269,15531,1696,16.6,83.4,15.3,0,1.7,0.169208346
1041,0,0,0,0,0,0,0,0,0,0,0,0,5078,NA,13772,13906,40.7,72.6,23.4,0.4,1.4,0.1,1.5,0.7,0,43309,2289,5652,681,20.8,79.2,17.4,0,2.1,0.166206796
1043,0,0,0,0,0,36,0,0,0,0,0,0,44328,17,83768,80406,39.9,94.7,1.1,0.5,0.4,0,1.1,2.2,26.8,50897,10088,31864,2908,18.4,81.6,13.9,0,3.3,0.120427848
1045,0,0,0,0,0,10,0,0,0,0,0,0,19627,11,49172,50251,36.1,74.1,19.3,0.7,1.1,0.1,3,1.8,49.1,45120,8727,20065,2567,13.9,86.1,18.1,1,4.7,0.177479053
1047,0,0,0,0,0,56,0,0,0,0,0,0,25330,NA,37196,43820,37.7,29.1,69.4,0.2,0.3,0,0.7,0.2,54.4,34034,9533,17064,3580,18.2,81.8,14.7,0,1,0.256290999
1049,0,0,0,0,0,4,0,0,0,0,0,0,27063,19,71513,71109,37.5,84.5,1.5,1.4,0.3,0.2,2.2,9.9,9.9,44277,12848,26842,2760,25.2,74.8,13,0,12.1,0.179659642
1051,0,0,0,0,0,8,0,0,0,0,0,0,16398,17,81209,79303,37.8,76.2,20,0.4,0.7,0.1,1.4,1.2,45.8,62310,8753,28301,3313,13.4,86.6,25.1,0,2.6,0.10778362
1053,0,0,0,0,0,0,0,0,0,0,0,0,15165,NA,36633,38319,39.2,62.1,31.9,3.4,0.2,0,1.5,0.9,36.5,42712,6980,14157,2038,18.9,81.1,12.5,0,2.4,0.190538585
1055,1,1,0,0,0,93,0,18673,12653,0,0,0,66245,19,102268,104430,40.2,80.3,15.1,0.4,0.6,0.2,1.5,1.9,62.5,43047,18801,42036,4835,15.4,84.6,17.8,0,3.4,0.183840498
1057,0,0,0,0,0,0,0,0,0,0,0,0,11890,NA,16302,17241,42.5,86.5,11.4,0.3,0.2,0,1,0.6,19.8,44212,2721,7100,735,17.4,82.6,12.4,0,1.6,0.166912035
1059,0,0,0,0,0,0,0,0,0,0,0,0,12175,NA,31362,31704,37.8,83,3.9,0.7,0.2,0,1.7,10.5,29.6,44874,4989,12286,1337,22.8,77.2,14,0,12.2,0.159077865
1061,0,0,0,0,0,0,0,0,0,0,0,0,4852,NA,26271,26790,42,86.3,9.5,0.8,0.3,0,1.6,1.5,10.4,43089,4180,10920,1213,19.7,80.3,12.5,0,3.1,0.159110807
1063,0,0,0,0,0,0,0,0,0,0,0,0,547,NA,8111,9045,41.8,17.4,81.5,0.2,0.2,0,0.5,0.3,0,28699,2553,3764,696,20.8,79.2,10.1,0,0.7,0.314757736
1065,0,0,0,0,0,0,0,0,0,0,0,0,2411,NA,14651,15760,40,39.8,59,0.2,0.2,0,0.6,0.3,10.8,40745,2956,6273,1052,16,84,14.2,0,0.8,0.201760972
1067,0,0,0,0,0,15,0,0,0,0,0,0,0,NA,17205,17302,42.8,68.6,28.6,0.3,0.3,0,1,1.2,12.2,48597,2919,6994,792,20.6,79.4,17.1,0,2.2,0.169659983
1069,0,1,0,0,0,63,72,0,14185,0,0,0,101742,18,105882,101547,38.5,70,25.8,0.4,0.8,0,1.7,1.2,66.2,50138,20207,40969,5557,14,86,21.7,0,3,0.190844525
1071,0,0,0,0,0,56,0,0,0,0,0,0,8965,12,51626,53227,41.4,90.8,3.3,1.4,0.3,0.1,2.6,1.4,23,44322,7481,21513,2027,16.8,83.2,14,0,4.1,0.144907605
1073,1,1,0,0,0,258,145,21968,31634,0,0,0,514197,98,658573,658466,37.1,53,42,0.3,1.4,0,1.1,2.2,90.2,54127,104288,263568,35797,9.9,90.1,33.4,0,3.3,0.158354503
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,13805,14564,43.5,86.7,11.3,0.2,0,0,1.3,0.6,0,42686,2070,6103,589,17.7,82.3,11.9,1,1.8,0.149945672
1077,0,0,0,0,0,28,0,0,0,0,0,0,47708,12,92729,92709,40.4,86.4,10,0.4,0.7,0,1.4,1.1,50.7,48188,14193,38680,3762,12.6,87.4,23.5,1,2.5,0.153058914
1079,0,0,0,0,0,0,0,0,0,0,0,0,10573,NA,32924,34339,40.6,77.6,11.5,5.7,0.1,0,4.3,0.8,8.7,47797,5773,13654,1443,20.7,79.3,12.6,0,5.1,0.175343215
1081,0,0,0,0,0,9,0,0,0,0,0,0,55315,22,164542,140247,29.5,71.3,22.7,0.3,2.6,0.1,1.6,1.3,72.6,54160,24731,55682,6027,9.1,90.9,35.3,0,3,0.150302051
1083,0,0,0,0,0,38,0,0,0,0,0,0,31979,14,98915,82782,38.4,80.3,12.6,0.7,1.1,0.1,1.8,3.5,42.4,64729,11535,31446,3083,15.3,84.7,25.7,1,5.2,0.116615276
1085,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9726,11299,40.6,25.3,73.5,0.2,0.1,0,0.5,0.3,0,33930,2555,4352,807,21.7,78.3,14.7,0,0.9,0.262697923
1087,0,0,0,0,0,48,0,0,0,0,0,0,0,NA,18068,21452,36.3,15.5,82.6,0.1,0.4,0,1.1,0.3,44.5,34281,4817,8499,1561,18.2,81.8,20.4,0,1.4,0.266603941
1089,1,1,0,0,0,96,0,5492,19487,0,0,0,224810,62,372909,334811,37.3,68.2,24,0.8,2.5,0.1,2.5,2,83.6,68609,41789,134700,14547,8.3,91.7,42.8,2,4.4,0.112062192
1091,0,0,0,0,0,0,0,0,0,0,0,0,6292,NA,18863,21027,40.4,46.4,51.7,0.2,0.3,0.1,0.8,0.7,30.7,38838,4601,8535,1315,16.2,83.8,16.1,0,1.3,0.243916662
1093,0,0,0,0,0,0,0,0,0,0,0,0,16210,NA,29709,30776,42.8,93.6,3.8,0.3,0.2,0,1.1,0.9,11.1,44675,4883,12651,1302,20.4,79.6,12.8,0,2.1,0.164360968
1095,0,0,0,0,0,7,0,0,0,0,0,0,63482,15,96774,93019,38.2,87.6,1.6,0.8,0.5,0.1,1.7,7.8,46.7,48913,14989,35810,4032,18.4,81.6,19.4,0,9.4,0.154886643
1097,0,0,0,0,0,131,41,0,0,0,0,0,195539,63,413210,412992,36.6,60.2,34.6,0.9,1.8,0,1.5,0.9,80,49492,71784,158435,23998,13.5,86.5,23.2,0,2.5,0.173722804
1099,0,0,0,0,0,0,0,0,0,0,0,0,6124,NA,20733,23068,40.1,55.1,41.7,1.1,0.3,0,1.4,0.3,21,40005,4770,9214,1362,14.4,85.6,13.5,0,1.8,0.230068008
1101,0,1,1,0,0,305,88,0,23823,45614,0,0,188328,26,226486,229363,34.9,39.5,54.7,0.3,2.1,0.1,1.3,2.1,89.5,52711,34268,89981,15124,13.3,86.7,33.4,0,3.3,0.15130295
1103,0,0,0,0,0,52,0,0,0,0,0,0,31548,30,119679,119490,39,79.8,11.9,0.9,0.6,0.1,2,4.8,61.4,54355,16146,47030,5284,15.9,84.1,22.4,1,6.7,0.134910887
1105,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8923,10591,37.2,30.3,68.7,0.2,0.3,0,0.4,0.2,0,29572,2778,3947,799,17.2,82.8,22.8,0,0.5,0.31133027
1107,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,19930,19746,41.9,56.3,41.6,0.1,0.2,0,1.2,0.6,0,40249,4380,8012,1158,18.5,81.5,14.1,0,1.8,0.219769192
1109,0,0,0,0,0,9,0,0,0,0,0,0,15444,NA,33114,32899,31.4,58.2,36.6,0.6,2,0.1,1.5,1,48.3,41271,6742,13210,1684,15,85,23.7,0,2.5,0.203599686
1111,0,0,0,0,0,0,0,0,0,0,0,0,4376,NA,22722,22913,41.2,76.5,20.1,0.4,0.2,0,1.1,1.6,18.7,42922,3906,9164,1102,20.4,79.6,16.5,0,2.8,0.171903882
1113,0,1,0,0,0,0,0,0,20487,0,0,0,15355,12,57961,52947,35.8,53.7,41.8,0.4,0.4,0.2,2.1,1.3,64.6,43670,10823,21229,3683,16.2,83.8,17.8,0,3.5,0.186729007
1115,0,0,0,0,0,18,0,0,0,0,0,0,24524,17,89512,83593,38.6,88.2,8.6,0.3,0.6,0.1,1.3,0.9,27.2,65403,9780,31624,2998,15.4,84.6,16.1,0,2.2,0.109259094
1117,0,1,0,0,0,49,0,0,9779,0,0,0,41247,29,217702,195085,36.9,83,10.6,0.3,1.9,0,1.4,2.8,77.1,77801,13428,74072,5767,7.3,92.7,42.9,1,4.2,0.061680646
1119,0,0,0,0,0,0,0,0,0,0,0,0,1084,NA,12427,13763,37.7,24.2,75,0.1,0.2,0,0.3,0.2,0,29209,4195,5629,998,13.3,86.7,21.6,0,0.5,0.337571417
1121,0,0,0,0,0,32,0,0,0,0,0,0,28241,15,79978,82291,39.3,65.3,31.7,0.3,0.4,0,1.3,1,44.2,47719,13326,31890,4556,19.7,80.3,15,0,2.3,0.166620821
1123,0,0,0,0,0,9,0,0,0,0,0,0,27698,NA,40367,41616,42.4,69.9,26.6,0.3,0.5,0,1,1.7,25.8,47100,6341,16985,2263,19.3,80.7,18.4,0,2.7,0.157083757
1125,2,0,0,2,0,68,115,57665,0,0,381243,0,133571,26,209355,194656,31.2,66.3,29.6,0.3,1.2,0.1,1.1,1.5,74.5,52307,32226,76141,8922,11.7,88.3,30.7,0,2.5,0.153929928
1127,0,0,0,0,0,10,0,0,0,0,0,0,14317,15,63521,67023,41.2,91.2,5.9,0.4,0.3,0.1,1.2,1,25.9,45991,10837,26571,2894,18.2,81.8,11.3,0,2.1,0.170604997
1129,0,0,0,0,0,0,0,0,0,0,0,0,1724,NA,16326,17581,39.7,65.5,24.9,8,0.1,0.1,1.2,0.2,0,48864,2998,6758,763,17.4,82.6,12.7,0,1.4,0.183633468
1131,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10373,11670,38.8,26.8,72.5,0.1,0,0,0.4,0.1,0,30998,3329,4484,952,23.5,76.5,12.5,0,0.6,0.320929336
1133,0,0,0,0,0,0,0,0,0,0,0,0,3085,NA,23629,24484,43.1,95.6,0.5,0.7,0.2,0.1,1.4,1.5,15.1,40827,3882,10163,955,21.2,78.8,12.8,0,2.9,0.164289644
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3337,3141,42.1,21,7,27.9,36,0.6,4.9,2.7,0,66923,492,553,92,14.5,85.5,11.5,0,7.5,0.147437818
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5634,5561,40.7,36,6,15.4,28.9,1.9,5.6,6.3,0,84726,414,1212,145,10.5,89.5,17,0,11.8,0.073482428
2020,1,0,0,1,0,210,70,54799,0,0,26495,0,209890,63,288000,291826,32.9,66,5.6,7.9,8.1,2,8.1,2.3,95.9,82512,26636,107332,12821,6.1,93.9,36.1,2,10.4,0.092486111
2050,0,0,0,0,0,23,0,0,0,0,0,0,12499,NA,18386,17013,26.2,11.1,0.4,82.9,0.9,0.2,4.2,0.3,26.1,48262,4249,4651,986,19.1,80.9,11.9,0,4.5,0.23109975
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,836,997,42.8,48.2,0,33.5,0.8,0.3,16.8,0.4,0,87950,80,423,41,6,94,22.5,0,17.2,0.09569378
2068,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2097,1826,41.5,89.6,0.5,3.6,1,0.1,4.4,0.8,0,78434,132,806,41,1.5,98.5,41.1,0,5.2,0.062947067
2070,0,0,1,0,0,2,0,0,0,4064,0,0,0,NA,4916,4847,29,18.1,0.2,71.6,0.7,0.1,9,0.2,0,57436,883,1563,299,13.7,86.3,22.1,0,9.3,0.179617575
2090,0,0,0,0,0,67,0,0,0,0,0,0,44321,30,96849,97581,31,77,4.5,7,2.7,0.4,6.8,1.5,69.1,74076,6656,36441,3558,5.5,94.5,31.4,2,8.4,0.068725542
2100,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2530,2508,46.9,83.2,0.4,9.2,0.6,0,5.9,0.8,0,62548,247,1149,90,2.5,97.5,33.8,0,6.6,0.097628458
2105,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2148,2150,46,47.2,0.4,41.4,0.6,0,10.2,0.3,0,53141,336,913,79,6.3,93.7,21.3,0,10.4,0.156424581
2110,0,0,0,0,0,43,0,0,0,0,0,0,14539,NA,31974,31275,38.1,69.7,0.9,11.8,6.1,0.7,9.5,1.2,78.5,85419,1951,12187,1338,3.6,96.4,38.4,1,10.8,0.061018327
2122,0,0,0,0,0,19,0,0,0,0,0,0,22767,14,58708,55400,40.6,84.6,0.5,7.4,1.1,0.2,5.6,0.6,20.7,68625,5966,22161,2031,7.3,92.7,24.6,4,6.2,0.101621585
2130,0,0,0,0,0,30,0,0,0,0,0,0,8777,NA,13901,13477,38.4,68.1,0.6,14.2,7,0.2,9.3,0.7,76.8,75706,1283,5305,624,7.2,92.8,25.3,1,9.9,0.092295518
2150,0,0,0,0,0,32,0,0,0,0,0,0,3121,NA,12998,13592,32.5,55.3,0.7,13.2,19.6,0.6,7.6,2.9,68.7,79669,909,4630,563,10.2,89.8,28,0,10.6,0.069933836
2158,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8314,7459,21.9,2.7,0,95,0.2,0,2,0,0,35369,2217,1745,566,21.1,78.9,3.9,0,2.1,0.266658648
2164,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1592,1631,30.8,23.3,0.6,65.1,0.4,0.3,10.1,0.4,0,51693,275,553,99,12,88,16.1,0,10.3,0.172738693
2170,0,0,0,0,0,46,0,0,0,0,0,0,41575,26,108317,88995,34.8,84.9,1,5.5,1.2,0.2,6.5,0.7,49.7,75856,10142,31824,3276,7.1,92.9,21.6,1,7.2,0.093632578
2180,0,0,0,0,0,13,0,0,0,0,0,0,7637,NA,10004,9492,27.6,16.4,0.3,75.8,1,0.1,6.2,0.2,33.9,58464,2033,2815,681,15.4,84.6,16.1,0,6.4,0.203218713
2185,0,0,0,0,0,15,0,0,0,0,0,0,5453,NA,9832,9430,35.1,33.4,1,54.1,4.5,1.1,5.2,0.7,40.7,84784,1109,2029,488,10.3,89.7,16.5,1,5.9,0.112794955
2188,0,0,1,0,0,2,0,0,0,4318,0,0,0,NA,7621,7523,25.7,11.2,0.5,81.4,0.6,0.2,6,0.2,42.5,61660,1805,1919,510,17.5,82.5,13.2,0,6.1,0.236845558
2195,0,0,0,0,0,0,0,0,0,0,0,0,1439,NA,3266,3815,41.5,71.1,0.4,16.1,2.6,0.2,8.5,1.1,0,71296,219,1599,164,10.3,89.7,28.4,0,9.6,0.067054501
2198,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6203,5559,39.9,50.4,0.3,39.7,0.4,0.4,8.5,0.4,0,50049,1085,2194,303,9.2,90.8,18.3,0,8.8,0.174915364
2201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2220,0,0,0,0,0,13,0,0,0,0,0,0,8445,NA,8493,8881,38.2,65.3,0.5,16.8,6,0.3,9.8,1.3,79.1,80660,672,3545,399,5.3,94.7,33.4,0,11.1,0.079123984
2230,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1183,968,41.2,91.4,0,3.5,0.5,0.1,4,0.4,0,74898,47,436,25,5.3,94.7,29.6,0,4.5,0.039729501
2232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2240,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6893,7029,37.4,80.4,1.1,11.5,0.9,0.3,4.9,1,0,69646,823,2567,229,10.1,89.9,19.7,0,5.8,0.119396489
2261,0,0,0,0,0,0,0,0,0,0,0,0,2612,NA,9202,9636,39.8,74,0.5,13.6,3.7,0.6,7.2,0.5,0,74574,781,3966,375,4.6,95.4,30.8,1,7.6,0.084872854
2275,0,0,0,0,0,0,0,0,0,0,0,0,973,NA,2502,2369,46.7,72.6,0.2,16.2,1.4,0,9.4,0.2,0,62496,240,1053,101,13.5,86.5,19.4,0,9.6,0.095923261
2280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2282,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,579,662,39.7,42.4,0.3,35.8,4.1,1.8,15.4,0.2,0,61587,85,270,40,8.8,91.2,22.6,0,15.6,0.146804836
2290,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5230,5588,35.3,22.2,0.2,71.4,0.3,0.1,5.6,0.2,0,42063,1266,2217,422,14,86,13.6,0,5.8,0.24206501
4001,0,0,0,0,0,10,0,0,0,0,0,0,60698,24,71887,71518,32.4,23.3,0.2,72.9,0.3,0,2,1.3,25.9,35386,23680,22771,4474,19.6,80.4,12.3,5,3.3,0.329405873
4003,0,0,0,0,0,52,0,0,0,0,0,0,74778,32,125922,131346,39.7,78.5,4.2,1.2,1.9,0.3,4,9.9,63.7,48650,20172,50865,5465,12.6,87.4,23.1,6,13.9,0.160194406
4005,1,0,0,0,0,18,0,4470,0,0,0,0,41087,43,143476,134421,31,61.7,1.2,27.3,1.4,0.1,3.1,5.2,68.5,58301,20817,46711,5896,9.5,90.5,36.2,5,8.3,0.145090468
4007,0,0,0,0,0,16,0,0,0,0,0,0,22889,25,54018,53597,47.9,76.8,0.4,14.8,0.5,0.1,2,5.3,58.9,45980,11219,22000,2272,13.7,86.3,18.7,1,7.4,0.207690029
4009,0,0,0,0,0,17,0,0,0,0,0,0,40311,NA,38837,37220,31.6,72.1,1.8,14.4,0.5,0.1,2.8,8.2,53.6,50685,7207,11120,1692,14.7,85.3,15.2,2,11.1,0.185570461
4011,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9498,8437,34.8,77.2,1.1,2.3,0.5,0.1,3.8,15,53.4,68066,876,3188,419,11.9,88.1,13.5,0,18.8,0.092229943
4012,0,0,0,0,0,0,0,0,0,0,0,0,18274,NA,21108,20489,53.9,69.8,0.6,12.8,0.5,0,3.7,12.5,43.7,39407,4593,9198,784,23.1,76.9,12,1,16.3,0.217595225
4013,9,4,0,1,1,1310,259,242930,60944,0,87749,9120,1301274,716,4485414,3817117,34.6,73,5,2.1,3.5,0.2,3.5,12.8,97.6,68634,539670,1411583,171649,12.3,87.7,32.7,29,16.2,0.120316653
4015,0,0,0,0,0,41,0,0,0,0,0,0,153042,73,212181,200186,47.6,86.9,0.9,2.2,1.1,0.2,2.7,6,77,49712,33183,82539,8130,13.9,86.1,12.9,2,8.7,0.156390063
4017,1,0,0,0,0,57,0,4394,0,0,0,0,51479,42,110924,107449,34.7,49.3,0.9,43.4,0.5,0.1,2.5,3.4,45.9,40676,27440,35658,5810,16.6,83.4,15.3,5,5.8,0.247376582
4019,2,2,0,0,0,634,0,51377,33356,0,0,0,442443,226,1047279,980263,37.7,74.3,3.5,3.3,2.6,0.2,3.7,12.3,92.5,56150,142859,388660,45239,11.6,88.4,32.4,7,16.1,0.136409686
4021,0,0,1,0,0,156,0,0,0,3810,0,0,97202,77,462789,375770,35.3,72.4,4.6,5.6,1.7,0.4,3.8,11.5,78.1,62067,52975,125590,15418,14.2,85.8,19.5,7,15.3,0.114469013
4023,0,0,0,0,0,10,0,0,0,0,0,0,19852,NA,46498,47420,35.6,73.5,0.4,0.7,0.5,0,2,22.9,73.1,47779,8688,15437,2357,23.4,76.6,20.4,1,24.9,0.186846746
4025,1,1,1,0,0,26,0,4926,1684,38865,0,0,76819,86,235099,211033,49.2,89.3,0.6,1.7,0.8,0.1,2.5,4.9,66.8,54242,27845,90903,7334,9,91,25.9,8,7.5,0.118439466
4027,0,1,0,0,0,0,2,0,6942,0,0,0,86077,30,213787,195751,33.8,70.4,2,1.6,1.2,0.2,3.8,20.8,89.6,47024,41782,64767,8875,26.7,73.3,15,2,24.6,0.195437515
5001,0,0,0,0,0,22,0,0,0,0,0,0,11799,NA,17486,19019,40.7,71.8,24.5,0.2,0.5,0,1.3,1.7,65.3,52539,2714,8005,1035,16.1,83.9,15.8,0,3,0.155209882
5003,0,0,0,0,0,22,0,0,0,0,0,0,8820,NA,19657,21853,40.3,69.3,25.8,0.3,0.2,0,1.1,3.2,48.3,47744,3603,8765,1101,16.7,83.3,12.3,0,4.4,0.183293483
5005,0,0,0,0,0,4,8,0,0,0,0,0,32323,12,41932,41513,50.6,96.9,0.2,0.6,0.4,0,1.5,0.5,34.2,41950,5248,18748,1418,11.3,88.7,17.9,0,1.9,0.125155013
5007,0,0,0,0,0,34,0,0,0,0,0,0,80123,46,279141,221339,34.3,82.6,1.3,1.7,2.9,0.3,2.7,8.6,74.8,70775,24525,82087,8204,11.4,88.6,33.4,4,11.2,0.087858824
5009,0,0,0,0,0,32,0,0,0,0,0,0,24518,11,37432,36903,41.4,96.5,0.2,0.7,0.4,0.1,1.8,0.3,37.8,50083,5572,15120,1406,12.6,87.4,16.1,0,2.1,0.148856593
5011,0,0,0,0,0,0,0,0,0,0,0,0,10023,NA,10763,11508,40.3,60.3,27.6,0.5,0.2,0,1.3,10.1,50.4,39982,2426,4673,540,19,81,14.3,0,11.4,0.22540184
5013,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5189,5368,43.4,74.5,22.2,0.3,0.2,0,1.4,1.4,0,48415,771,2262,231,15.8,84.2,11.4,0,2.8,0.148583542
5015,0,0,0,0,0,0,0,0,0,0,0,0,7422,NA,28380,27446,44,89.6,0.4,0.9,0.6,0.1,2.3,6.1,27.2,43841,4118,11393,1042,13.7,86.3,21.2,0,8.4,0.145102185
5017,0,1,0,0,0,0,0,0,2234,0,0,0,5267,NA,10118,11800,41.8,41.2,54.1,0.2,0.5,0,0.8,3.2,45.7,37014,2900,4579,740,19.2,80.8,15.9,0,4,0.286617909
5019,0,0,0,0,0,8,0,0,0,0,0,0,12705,NA,22320,22995,33.5,71.8,23.5,0.4,0.5,0,1.5,2.2,45.6,44105,3971,8783,954,10,90,26.6,1,3.8,0.177912186
5021,0,0,0,0,0,0,0,0,0,0,0,0,6928,NA,14551,16083,43.2,97.5,0.3,0.3,0.1,0,1.3,0.5,41.1,40686,2691,6845,667,17.5,82.5,12.6,1,1.8,0.184935743
5023,0,0,0,0,0,0,0,0,0,0,0,0,9073,NA,24919,25970,46.8,96.8,0.3,0.5,0.2,0,1.4,0.8,24.5,46214,3452,11078,871,14.1,85.9,15.5,1,2.2,0.138528833
5025,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7956,8689,40.2,85.8,12.2,0.3,0.1,0,0.7,0.9,0,53773,1080,3416,379,10.4,89.6,16.2,1,1.6,0.135746606
